Scientific Name,Genus,Species,Subspecies,Variety,Author,Family,Order,Class,Common Names,Status,IUCN Category,GBIF ID,EOL ID,Total Images,Uploaded to Drive,Countries Found,Image Details (Name | Country | Date | Observer | URL)
Aa Rchb.f.,Aa,,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera hondurensis (Ames) Pridgeon &amp; M. W. Chase,Acianthera,hondurensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera hygrophila (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,hygrophila,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera hystrix (Kraenzl.) F. Barros,Acianthera,hystrix,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera imitator Toscano,Acianthera,imitator,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera inaequalis (Lindl.) F. Barros &amp; L. R. S. Guim.,Acianthera,inaequalis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera johannensis (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,johannensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera johnsonii (Ames) Pridgeon &amp; M. W. Chase,Acianthera,johnsonii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera jordanensis (Brade) F. Barros,Acianthera,jordanensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera juxtaposita (Luer) Luer,Acianthera,juxtaposita,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera karlii (Pabst) C. N. Gon&ccedil;. &amp; Waechter,Acianthera,karlii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera kateora (Garay) Karremans &amp; Rinc.-Gonz&aacute;lez,Acianthera,kateora,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera kautskyi (Pabst) Toscano &amp; E. C. Smidt,Acianthera,kautskyi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera kegelii (Rchb.f.) Luer,Acianthera,kegelii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera klingelfusii Luer,Acianthera,klingelfusii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera klotzscheana (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,klotzscheana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera krahnii Luer &amp; R. V&aacute;squez,Acianthera,krahnii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera lamia (Luer) Pridgeon &amp; M. W. Chase,Acianthera,lamia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera langeana (Kraenzl.) Pridgeon &amp; M. W. Chase,Acianthera,langeana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera lappago (Luer) A. Doucette,Acianthera,lappago,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera laxa (Sw.) A. Doucette,Acianthera,laxa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera lepidota (L. O. Williams) Pridgeon &amp; M. W. Chase,Acianthera,lepidota,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera leptotifolia (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,leptotifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera limae (Porto &amp; Brade) Pridgeon &amp; M. W. Chase,Acianthera,limae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera litensis (Luer) Luer,Acianthera,litensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera lojae (Schltr.) Luer,Acianthera,lojae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera lueri Kolan. &amp; Szlach.,Acianthera,lueri,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera luteola (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,luteola,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera macilenta Luer &amp; Hirtz,Acianthera,macilenta,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera macropoda (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,macropoda,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera macuconensis (Barb. Rodr.) F. Barros,Acianthera,macuconensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera maculiglossa Chiron &amp; N. Sanson,Acianthera,maculiglossa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera madisonii (Luer) Pridgeon &amp; M. W. Chase,Acianthera,madisonii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera magalhaesii (Pabst) F. Barros,Acianthera,magalhaesii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera majakoluckae Soto Arenas &amp; Solano,Acianthera,majakoluckae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera malachantha (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,malachantha,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera mantiquyrana (Barb. Rodr.) V. T. Rodrigues &amp; F. Barros,Acianthera,mantiquyrana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera marleniae Damian,Acianthera,marleniae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera marquesii Luer &amp; Toscano,Acianthera,marquesii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera marumbyana (Garay) Luer,Acianthera,marumbyana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera melachyla (Barb. Rodr.) Luer,Acianthera,melachyla,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera melanochthoda (Luer &amp; Hirtz) Pridgeon &amp; M. W. Chase,Acianthera,melanochthoda,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera melanoglossa (Luer &amp; R. Escobar) Luer,Acianthera,melanoglossa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera mendozae Luer,Acianthera,mendozae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera mexiae (Luer) Pridgeon &amp; M. W. Chase,Acianthera,mexiae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera minima (Cogn.) F. Barros,Acianthera,minima,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera minuta (Rolfe) Karremans,Acianthera,minuta,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera miqueliana (Focke) Pridgeon &amp; M. W. Chase,Acianthera,miqueliana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera modestissima (Rchb.f. &amp; Warm.) Pridgeon &amp; M. W. Chase,Acianthera,modestissima,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera monophylla (Hook.) Karremans,Acianthera,monophylla,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera montana (Barb. Rodr.) F. Barros &amp; L. R. S. Guim.,Acianthera,montana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera morenoi (Luer) Pridgeon &amp; M. W. Chase,Acianthera,morenoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera morilloi (Carnevali &amp; Ramirez de Carnevali) Luer,Acianthera,morilloi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera moronae (Luer &amp; Hirtz) Luer,Acianthera,moronae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera murex (Rchb.f.) Luer,Acianthera,murex,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera murexoidea (Pabst) Pridgeon &amp; M. W. Chase,Acianthera,murexoidea,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera muscicola (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,muscicola,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera muscosa (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,muscosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera myrticola (Barb. Rodr.) F. Barros &amp; L. R. S. Guim.,Acianthera,myrticola,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera nellyae (P. Ortiz) Karremans,Acianthera,nellyae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera nemorosa (Barb. Rodr.) F. Barros,Acianthera,nemorosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera nikoleae A. Doucette &amp; J. Portilla,Acianthera,nikoleae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera obscura (A. Rich. &amp; Galeotti) Pridgeon &amp; M. W. Chase,Acianthera,obscura,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera octophrys (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,octophrys,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera odontotepala (Rchb.f.) Luer,Acianthera,odontotepala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera ofella (Luer) Pridgeon &amp; M. W. Chase,Acianthera,ofella,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera oligantha (Barb. Rodr.) F. Barros,Acianthera,oligantha,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera omissa (Luer) Pridgeon &amp; M. W. Chase,Acianthera,omissa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera oricola (H. Stenzel) Karremans,Acianthera,oricola,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera ortizii Uribe V&eacute;lez,Acianthera,ortizii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera oscitans (Ames) Pridgeon &amp; M. W. Chase,Acianthera,oscitans,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pacayana (Schltr.) Solano &amp; Soto Arenas,Acianthera,pacayana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera panduripetala (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,panduripetala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pantasmi (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,pantasmi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pantasmoides (C. Schweinf.) Pridgeon &amp; M. W. Chase,Acianthera,pantasmoides,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera papillosa (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,papillosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera paradoxa (Luer &amp; Dalstr&ouml;m) Karremans,Acianthera,paradoxa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera parahybunensis (Barb. Rodr.) Luer,Acianthera,parahybunensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pardipes (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,pardipes,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pariaensis (Carnevali &amp; G. A. Romero) Carnevali &amp; G. A. Romero,Acianthera,pariaensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera parva (Rolfe) F. Barros &amp; L. R. S. Guim.,Acianthera,parva,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pavimentata (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,pavimentata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pazii Luer,Acianthera,pazii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pectinata (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,pectinata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pendens (Dod) A. Doucette,Acianthera,pendens,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera per-dusenii (Hoehne) F. Barros &amp; L. R. S. Guim.,Acianthera,per-dusenii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pernambucensis (Rolfe) F. Barros,Acianthera,pernambucensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera phoenicoptera (Carnevali &amp; Romero) Luer,Acianthera,phoenicoptera,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera phrynoglossa (Luer &amp; Hirtz) A. Doucette,Acianthera,phrynoglossa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera platystachys (Regel) Chiron &amp; Van den Berg,Acianthera,platystachys,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pollardiana Solano,Acianthera,pollardiana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera polystachya (Ruiz &amp; Pav.) Pupulin,Acianthera,polystachya,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera portilloi (Luer &amp; R. Escobar) Karremans &amp; Rinc.-Gonz&aacute;lez,Acianthera,portilloi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera privigna (Luer) A. Doucette,Acianthera,privigna,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera prognatha (Luer) Pridgeon &amp; M. W. Chase,Acianthera,prognatha,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera prolifera (Herb. ex Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,prolifera,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera prostrata (Lindl.) A. Doucette,Acianthera,prostrata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pubescens (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,pubescens,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera punctatiflora (Luer) Pridgeon &amp; M. W. Chase,Acianthera,punctatiflora,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera punicea (Luer) Pridgeon &amp; M. W. Chase,Acianthera,punicea,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera purpureoviolacea (Cogn.) F. Barros,Acianthera,purpureoviolacea,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera pustulata Zambrano &amp; Solano,Acianthera,pustulata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera quadricristata (Luer &amp; Hirtz) Luer,Acianthera,quadricristata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera quadriserrata (Luer) Pridgeon &amp; M. W. Chase,Acianthera,quadriserrata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera quisqueyana (Dod) A. Doucette,Acianthera,quisqueyana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera ramosa (Barb. Rodr.) F. Barros,Acianthera,ramosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera recurva (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,recurva,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rhabdosepala (Schltr.) Chiron &amp; Van den Berg,Acianthera,rhabdosepala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rinkei Luer,Acianthera,rinkei,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rodolfovasquezii Damian,Acianthera,rodolfovasquezii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rodrigoi (Luer) Luer,Acianthera,rodrigoi,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rostellata (Barb. Rodr.) Luer,Acianthera,rostellata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rubroviridis (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,rubroviridis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera ruizii Damian,Acianthera,ruizii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera rzedowskiarum Solano &amp; Karremans,Acianthera,rzedowskiarum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sandaliorum (Romero &amp; Carnevali) Luer,Acianthera,sandaliorum,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera saraca-taquerensis Campacci &amp; J. B. F. Silva,Acianthera,saraca-taquerensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sarcosepala (Carnevali &amp; I. Ram&iacute;rez) Carnevali &amp; G. A. Romero,Acianthera,sarcosepala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera saundersiana (Rchb.f.) Luer,Acianthera,saundersiana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera saurocephala (G. Lodd.) Pridgeon &amp; M. W. Chase,Acianthera,saurocephala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera scabripes (Lindl.) Karremans,Acianthera,scabripes,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera scalpricaulis (Luer) Pridgeon &amp; M. W. Chase,Acianthera,scalpricaulis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera serpentula (Barb. Rodr.) F. Barros,Acianthera,serpentula,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera serratifolia Rinc.-Gonz&aacute;lez &amp; Karremans,Acianthera,serratifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera serrulata (Barb. Rodr.) Karremans,Acianthera,serrulata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera serrulatipetala (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,serrulatipetala,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sicaria (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,sicaria,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sicariopsis (Luer) Pridgeon &amp; M. W. Chase,Acianthera,sicariopsis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sicula (Luer &amp; R. V&aacute;squez) Luer,Acianthera,sicula,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sigmoidea (Ames &amp; C. Schweinf.) A. Doucette,Acianthera,sigmoidea,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera silvae (Luer &amp; Toscano) Luer,Acianthera,silvae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera similis (Schltr.) Karremans,Acianthera,similis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera simpliciflora (Dod) A. Doucette,Acianthera,simpliciflora,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sonderiana (Rchb.f.) Pridgeon &amp; M. W. Chase,Acianthera,sonderiana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sotoana Solano,Acianthera,sotoana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera stenzelii Luer,Acianthera,stenzelii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera strupifolia (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,strupifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera subrotundifolia (Cogn.) F. Barros &amp; V. T. Rodrigues,Acianthera,subrotundifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera subulifolia (Kraenzl.) Chiron &amp; Van den Berg,Acianthera,subulifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sudae Ponert,Acianthera,sudae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sulcata (Porsch) F. Barros &amp; V. T. Rodrigues,Acianthera,sulcata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera sulphurea (Barb. Rodr.) F. Barros &amp; V. T. Rodrigues,Acianthera,sulphurea,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera tanyae Luer &amp; Cornejo,Acianthera,tanyae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera teres (Lindl.) Borba,Acianthera,teres,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera testifolia (Sw.) Solano,Acianthera,testifolia,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera thysana (Luer &amp; J. Portilla) Karremans,Acianthera,thysana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera tikalensis (Correll) Pridgeon &amp; M. W. Chase,Acianthera,tikalensis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera toachica (Luer &amp; Dodson) Luer,Acianthera,toachica,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera tokachii (Luer) Luer,Acianthera,tokachii,,,,,,,,,,,1127347,0,0,,Unknown | No date | Unknown observer | 
Acianthera translucida (Barb. Rodr.) Luer,Acianthera,translucida,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera tricarinata (Poepp. &amp; Endl.) Pridgeon &amp; M. W. Chase,Acianthera,tricarinata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera trichophora (Lindl.) A. Doucette,Acianthera,trichophora,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera tristis (Barb. Rodr.) Pridgeon &amp; M. W. Chase,Acianthera,tristis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera tunguraguae (F. Lehm. &amp; Kraenzl.) A. Doucette,Acianthera,tunguraguae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera unguicallosa (Ames &amp; C. Schweinf.) Solano,Acianthera,unguicallosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera variegata (Barb. Rodr.) Campacci,Acianthera,variegata,,,,,,,,,,,15730773,0,0,,Unknown | No date | Unknown observer | 
Acianthera venulosa (Luer &amp; R. V&aacute;squez) Luer,Acianthera,venulosa,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera verecunda (Schltr.) Pridgeon &amp; M. W. Chase,Acianthera,verecunda,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera villahermosae Sierra-Ariza,Acianthera,villahermosae,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera violacea (A. Rich. &amp; Galeotti) Pridgeon &amp; M. W. Chase,Acianthera,violacea,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera violaceomaculata (Hoehne) Pridgeon &amp; M. W. Chase,Acianthera,violaceomaculata,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera viridis (Luer &amp; Hirtz) Luer,Acianthera,viridis,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera wageneriana (Klotzsch) Pridgeon &amp; M. W. Chase,Acianthera,wageneriana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera wawraeana (Barb. Rodr.) F. Barros &amp; V. T. Rodrigues,Acianthera,wawraeana,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera welsii-windischii (Pabst) Pridgeon &amp; M. W. Chase,Acianthera,welsii-windischii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera wilsonii (Lindl.) Pridgeon &amp; M. W. Chase,Acianthera,wilsonii,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
Acianthera wyvern (Luer) Pridgeon &amp; M. W. Chase,Acianthera,wyvern,,,,,,,,,,,,0,0,,Unknown | No date | Unknown observer | 
